TransactionID,TransactionAmount,TransactionHour,DayOfWeek,UserAge,UserLocation,DeviceType,PaymentMethod,AccountAge,TransactionFrequency,IsInternational,PreviousFraudHistory,IsFraud
TXN014437,96.75,16,6,51,FR,Mobile,Credit Card,146,2,0,0,0
TXN014438,148.04,21,2,43,VN,Desktop,Credit Card,361,1,1,0,0
TXN014439,71.5,12,4,47,US,Mobile,PayPal,480,5,0,0,0
TXN014440,159.85,19,2,46,IN,Desktop,Crypto,3000,2,0,0,0
TXN014441,156.8,12,5,39,VN,Mobile,PayPal,2108,4,0,0,0
TXN014442,142.13,13,4,68,US,Mobile,Debit Card,835,1,1,0,0
TXN014443,90.02,13,0,74,DE,Desktop,Credit Card,2345,2,0,0,0
TXN014444,219.61,18,2,74,NG,Mobile,Credit Card,731,1,0,0,0
TXN014445,122.62,8,6,28,VN,Mobile,Debit Card,1908,5,0,0,0
TXN014446,254.01,10,3,22,CN,Desktop,Bank Transfer,602,4,0,0,0
TXN014447,3716.91,22,2,23,VN,Mobile,Credit Card,24,15,1,0,1
TXN014448,412.92,14,2,47,UK,Desktop,PayPal,634,3,1,0,0
TXN014449,27.8,13,6,37,DE,Mobile,Debit Card,1196,4,0,0,0
TXN014450,440.08,13,2,29,DE,Mobile,Credit Card,419,2,0,0,0
TXN014451,128.29,11,4,74,US,Mobile,PayPal,1478,1,0,0,0
TXN014452,52.93,16,1,35,NG,Desktop,Credit Card,918,1,0,0,0
TXN014453,157.93,18,3,20,US,Mobile,Bank Transfer,2857,2,0,0,0
TXN014454,289.42,9,4,52,RU,Desktop,Debit Card,1195,2,0,0,0
TXN014455,693.82,11,1,48,DE,Desktop,Credit Card,1737,4,1,0,0
TXN014456,319.67,11,1,71,DE,Mobile,Bank Transfer,789,2,0,0,0
TXN014457,320.08,16,1,66,BR,Mobile,Credit Card,1399,1,0,0,0
TXN014458,415.33,5,6,20,UK,Mobile,Credit Card,81,10,1,0,1
TXN014459,614.18,8,4,61,UK,Mobile,Debit Card,681,4,0,0,0
TXN014460,49.97,16,2,21,UK,Mobile,Bank Transfer,1434,1,0,0,0
TXN014461,123.28,21,5,40,NG,Tablet,Debit Card,2624,5,0,0,0
TXN014462,103.1,19,2,51,CN,Mobile,Bank Transfer,2348,6,0,0,0
TXN014463,68.94,12,6,47,UK,Desktop,Crypto,670,1,0,0,0
TXN014464,842.81,17,1,46,US,Mobile,Credit Card,2673,3,0,0,0
TXN014465,265.39,16,3,18,UK,Tablet,Credit Card,3493,1,0,0,0
TXN014466,143.56,13,5,60,DE,Mobile,Credit Card,3341,5,1,0,0
TXN014467,136.67,8,5,53,UK,Mobile,Debit Card,1924,3,0,0,0
TXN014468,76.54,4,0,41,IN,Tablet,Credit Card,121,11,0,0,1
TXN014469,91.09,10,6,43,RU,Desktop,Debit Card,2581,2,0,0,0
TXN014470,304.88,18,3,61,IN,Mobile,Debit Card,1479,1,0,0,0
TXN014471,72.17,8,6,61,VN,Mobile,Debit Card,1009,2,1,0,0
TXN014472,147.52,9,2,49,BR,Mobile,Debit Card,1747,3,0,0,0
TXN014473,760.62,8,4,43,IN,Mobile,Bank Transfer,1436,2,1,0,0
TXN014474,65.17,17,3,19,IN,Mobile,Credit Card,417,2,0,0,0
TXN014475,97.4,10,6,23,US,Mobile,Debit Card,170,2,0,0,0
TXN014476,440.53,18,2,34,CN,Mobile,Debit Card,1561,1,0,0,0
TXN014477,174.23,21,6,39,NG,Desktop,Bank Transfer,2236,5,0,0,0
TXN014478,1093.5,0,0,34,UK,Desktop,Credit Card,113,15,1,0,1
TXN014479,217.13,19,1,70,FR,Tablet,Credit Card,693,1,1,0,0
TXN014480,64.47,21,0,33,VN,Mobile,Debit Card,2333,3,1,0,0
TXN014481,702.94,11,4,22,UK,Mobile,Debit Card,3557,4,0,0,0
TXN014482,256.59,16,5,74,NG,Mobile,PayPal,861,3,0,0,0
TXN014483,61.02,12,6,26,BR,Desktop,PayPal,550,7,0,0,0
TXN014484,20.21,7,0,67,RU,Mobile,PayPal,3465,1,0,0,0
TXN014485,90.45,21,5,29,VN,Mobile,PayPal,588,5,1,0,0
TXN014486,21.22,18,6,24,UK,Mobile,Credit Card,3406,1,0,0,0
TXN014487,301.56,15,3,52,FR,Mobile,Debit Card,1374,4,0,0,0
TXN014488,45.56,7,3,52,BR,Mobile,Credit Card,3386,5,0,0,0
TXN014489,62.96,12,6,38,DE,Mobile,Bank Transfer,756,1,0,0,0
TXN014490,87.93,19,1,42,FR,Mobile,Debit Card,695,2,0,0,0
TXN014491,392.86,11,6,44,BR,Mobile,Debit Card,3123,1,0,0,0
TXN014492,56.03,9,5,22,NG,Desktop,PayPal,721,2,0,0,0
TXN014493,367.04,15,0,21,UK,Mobile,Debit Card,1843,2,0,0,0
TXN014494,53.35,12,5,70,IN,Desktop,Credit Card,1824,2,0,0,0
TXN014495,215.99,8,3,20,US,Mobile,Credit Card,879,2,0,0,0
TXN014496,234.61,21,4,73,FR,Desktop,Bank Transfer,3035,3,0,0,0
TXN014497,66.98,9,5,72,DE,Desktop,Debit Card,70,8,0,0,0
TXN014498,180.1,8,5,67,IN,Desktop,Debit Card,483,4,0,0,0
TXN014499,47.61,16,6,55,VN,Tablet,Credit Card,1150,4,0,0,0
TXN014500,209.58,12,5,55,FR,Mobile,Credit Card,876,3,0,0,0
TXN014501,31.55,10,3,57,VN,Desktop,Credit Card,2255,3,0,0,0
TXN014502,58.03,12,3,61,UK,Mobile,PayPal,378,6,0,0,0
TXN014503,45.11,21,5,37,VN,Mobile,Credit Card,2714,2,0,0,0
TXN014504,47.82,9,1,48,US,Desktop,Credit Card,195,1,1,0,0
TXN014505,140.95,13,3,68,VN,Mobile,PayPal,1009,2,0,0,0
TXN014506,202.83,15,5,73,NG,Mobile,Credit Card,2842,1,0,0,0
TXN014507,373.12,13,6,60,US,Desktop,Debit Card,357,4,0,0,0
TXN014508,12.73,18,4,63,IN,Desktop,Credit Card,2876,6,0,0,0
TXN014509,145.78,12,4,32,UK,Tablet,PayPal,683,5,0,0,0
TXN014510,21.32,21,2,47,UK,Mobile,Credit Card,3130,1,0,0,0
TXN014511,39.0,20,2,35,UK,Tablet,Debit Card,366,2,0,0,0
TXN014512,180.0,18,5,36,IN,Mobile,Debit Card,137,2,0,0,0
TXN014513,346.67,18,4,37,CN,Mobile,Debit Card,1305,6,1,0,0
TXN014514,61.48,16,4,61,FR,Mobile,Credit Card,332,5,0,0,0
TXN014515,215.17,9,6,58,RU,Mobile,PayPal,2406,1,0,0,0
TXN014516,67.23,9,5,22,RU,Mobile,Crypto,1420,2,0,0,0
TXN014517,146.76,15,4,33,UK,Mobile,Debit Card,2212,4,0,0,0
TXN014518,612.8,10,3,46,VN,Mobile,Debit Card,2570,5,0,0,0
TXN014519,225.28,18,1,38,FR,Mobile,Credit Card,1862,3,0,0,0
TXN014520,178.91,13,2,70,US,Desktop,PayPal,495,1,0,0,0
TXN014521,77.87,14,1,48,DE,Mobile,Crypto,492,2,0,0,0
TXN014522,48.03,20,6,45,CN,Mobile,Debit Card,1935,5,1,0,0
TXN014523,22.75,21,2,56,FR,Desktop,Credit Card,3046,3,1,0,0
TXN014524,659.89,9,4,60,RU,Desktop,Debit Card,2762,3,1,0,0
TXN014525,1689.84,22,5,38,NG,Mobile,Crypto,161,5,1,0,1
TXN014526,208.49,20,5,55,UK,Desktop,Debit Card,1477,3,1,0,0
TXN014527,305.67,21,3,27,US,Desktop,Debit Card,2357,4,1,0,0
TXN014528,349.82,20,2,39,CN,Desktop,Credit Card,554,3,1,0,0
TXN014529,21.19,13,3,51,IN,Mobile,Debit Card,2834,3,1,0,0
TXN014530,22.6,13,3,41,IN,Tablet,Credit Card,3265,4,0,0,0
TXN014531,77.33,21,4,61,VN,Tablet,PayPal,2821,2,0,0,0
TXN014532,561.08,0,5,24,RU,Tablet,Crypto,56,13,1,1,1
TXN014533,124.74,20,6,30,UK,Mobile,Credit Card,1826,1,0,0,0
TXN014534,243.7,7,4,66,US,Desktop,Crypto,2454,1,0,0,0
TXN014535,174.44,9,3,24,NG,Mobile,Credit Card,2432,2,0,0,0
TXN014536,173.08,17,0,62,IN,Mobile,Bank Transfer,2558,2,0,0,0
TXN014537,89.56,19,5,36,NG,Desktop,Debit Card,717,4,0,0,0
TXN014538,67.05,16,0,35,NG,Tablet,Debit Card,551,4,1,1,0
TXN014539,250.82,14,1,28,BR,Mobile,Debit Card,3054,5,0,1,0
TXN014540,77.92,12,4,23,NG,Desktop,Bank Transfer,558,2,0,0,0
TXN014541,323.12,12,4,30,IN,Mobile,Credit Card,3533,1,0,0,0
TXN014542,81.68,11,1,52,BR,Mobile,PayPal,587,4,1,0,0
TXN014543,349.43,9,1,23,US,Mobile,PayPal,1634,3,1,0,0
TXN014544,54.42,15,2,39,US,Mobile,Debit Card,757,3,0,0,0
TXN014545,260.65,11,0,68,DE,Desktop,PayPal,2956,3,0,0,0
TXN014546,51.96,17,4,70,FR,Desktop,Bank Transfer,2841,2,0,0,0
TXN014547,272.08,13,1,42,VN,Mobile,Credit Card,1689,3,0,0,0
TXN014548,250.73,17,0,51,NG,Desktop,Bank Transfer,149,6,0,0,0
TXN014549,203.32,13,5,35,US,Desktop,Debit Card,929,4,0,0,0
TXN014550,79.02,15,5,19,UK,Desktop,Debit Card,3055,3,0,0,0
TXN014551,38.96,9,1,58,BR,Desktop,Debit Card,3538,3,0,0,0
TXN014552,95.05,14,2,35,RU,Mobile,PayPal,3187,4,0,0,0
TXN014553,342.64,4,2,34,IN,Desktop,Credit Card,66,9,0,0,1
TXN014554,197.64,21,1,57,VN,Desktop,Credit Card,3382,1,0,0,0
TXN014555,22.84,21,4,51,BR,Mobile,Credit Card,824,3,0,0,0
TXN014556,17.27,19,3,52,US,Mobile,PayPal,889,6,0,0,0
TXN014557,113.89,19,3,54,RU,Tablet,Crypto,1211,3,0,0,0
TXN014558,84.36,10,4,51,CN,Mobile,Credit Card,1456,3,0,1,0
TXN014559,109.25,8,2,32,IN,Mobile,Debit Card,1699,7,0,0,0
TXN014560,57.08,21,0,51,DE,Mobile,Bank Transfer,124,1,0,0,0
TXN014561,88.05,15,3,63,NG,Desktop,Debit Card,437,3,0,0,0
TXN014562,251.53,14,5,65,FR,Tablet,Credit Card,2438,4,0,0,0
TXN014563,201.03,21,5,20,FR,Mobile,Credit Card,3303,1,0,0,0
TXN014564,60.79,15,2,38,UK,Mobile,PayPal,705,3,0,0,0
TXN014565,102.16,19,2,48,CN,Mobile,Credit Card,3472,2,1,0,0
TXN014566,83.89,7,0,68,FR,Desktop,Debit Card,3412,4,0,0,0
TXN014567,51.06,11,4,52,UK,Desktop,Debit Card,3269,6,0,0,0
TXN014568,232.95,21,0,56,DE,Tablet,PayPal,296,4,0,0,0
TXN014569,55.96,21,0,55,RU,Mobile,PayPal,1811,2,0,0,0
TXN014570,164.85,8,3,47,CN,Mobile,Crypto,2135,3,1,0,0
TXN014571,217.35,16,6,33,UK,Mobile,Credit Card,1354,2,0,0,0
TXN014572,743.29,20,4,57,VN,Mobile,Debit Card,261,3,0,0,0
TXN014573,79.56,7,3,36,CN,Desktop,Debit Card,3394,2,0,0,0
TXN014574,2198.94,4,6,25,VN,Mobile,Crypto,52,12,0,1,1
TXN014575,52.3,20,0,67,US,Mobile,PayPal,242,4,0,0,0
TXN014576,40.0,9,6,27,FR,Mobile,Debit Card,861,3,0,0,0
TXN014577,151.9,16,1,46,DE,Desktop,Credit Card,1111,2,0,0,0
TXN014578,258.2,18,2,69,US,Tablet,Credit Card,1606,8,0,0,0
TXN014579,124.14,8,6,56,RU,Desktop,Credit Card,3400,3,0,0,0
TXN014580,204.28,12,3,19,US,Desktop,Debit Card,1999,6,0,0,0
TXN014581,414.51,19,3,44,BR,Desktop,Debit Card,2472,4,0,0,0
TXN014582,132.91,7,2,54,RU,Mobile,PayPal,1677,4,0,0,0
TXN014583,1406.08,3,3,30,BR,Tablet,Credit Card,31,16,1,1,1
TXN014584,194.21,18,3,40,CN,Desktop,Credit Card,871,2,0,0,0
TXN014585,221.22,8,6,46,FR,Mobile,Bank Transfer,1552,5,0,0,0
TXN014586,160.06,18,2,38,CN,Mobile,Credit Card,2585,4,0,0,0
TXN014587,30.0,14,3,64,FR,Desktop,Credit Card,1376,5,0,0,0
TXN014588,60.0,20,0,44,CN,Tablet,Debit Card,1953,2,0,0,0
TXN014589,271.25,17,0,29,VN,Desktop,Credit Card,350,3,1,0,0
TXN014590,108.88,7,1,70,VN,Tablet,Debit Card,1387,5,0,0,0
TXN014591,69.2,14,3,53,BR,Mobile,PayPal,127,2,1,0,0
TXN014592,437.61,7,5,43,BR,Tablet,Credit Card,1667,4,0,0,0
TXN014593,75.94,9,5,41,CN,Mobile,Debit Card,453,5,0,0,0
TXN014594,439.44,20,4,46,BR,Mobile,Debit Card,1736,5,0,0,0
TXN014595,122.49,9,1,26,IN,Desktop,Bank Transfer,1952,4,0,0,0
TXN014596,44.66,12,2,39,US,Desktop,Debit Card,2365,1,1,0,0
TXN014597,35.93,12,0,49,RU,Mobile,Credit Card,3558,2,0,0,0
TXN014598,32.14,7,3,54,US,Desktop,Debit Card,1004,5,0,0,0
TXN014599,29.54,9,0,54,US,Mobile,Credit Card,1646,4,0,0,0
TXN014600,78.04,17,0,62,FR,Mobile,Debit Card,2857,2,0,0,0
TXN014601,31.87,15,3,67,CN,Mobile,Credit Card,621,4,0,0,0
TXN014602,104.5,19,6,58,BR,Desktop,Debit Card,308,1,0,0,0
TXN014603,220.87,2,5,44,NG,Desktop,Crypto,37,11,0,1,1
TXN014604,167.83,7,2,60,FR,Mobile,Debit Card,257,2,0,0,0
TXN014605,78.95,9,4,22,CN,Tablet,Debit Card,2466,2,0,0,0
TXN014606,225.21,17,1,18,DE,Desktop,Debit Card,1153,3,0,0,0
TXN014607,260.86,17,0,37,RU,Desktop,PayPal,761,2,0,0,0
TXN014608,46.95,15,2,45,UK,Mobile,Debit Card,1511,2,1,0,0
TXN014609,122.92,17,0,64,NG,Desktop,PayPal,1101,2,0,0,0
TXN014610,114.84,11,5,34,RU,Desktop,Bank Transfer,1680,4,0,0,0
TXN014611,168.59,8,0,69,CN,Mobile,Credit Card,1594,3,0,0,0
TXN014612,1748.91,1,6,30,VN,Desktop,Credit Card,35,21,1,0,1
TXN014613,66.62,17,5,27,US,Desktop,Bank Transfer,339,3,0,0,0
TXN014614,578.8,17,0,44,BR,Desktop,Credit Card,3213,1,0,0,0
TXN014615,60.32,19,6,20,IN,Mobile,Debit Card,3553,1,0,0,0
TXN014616,1597.25,21,4,50,DE,Mobile,Crypto,2526,2,0,0,0
TXN014617,85.89,15,4,35,CN,Mobile,Credit Card,2997,3,0,0,0
TXN014618,168.74,17,4,25,RU,Desktop,Credit Card,195,1,0,0,0
TXN014619,47.42,15,5,67,RU,Mobile,Credit Card,812,3,1,0,0
TXN014620,86.7,17,5,47,VN,Desktop,Credit Card,1056,2,0,0,0
TXN014621,98.66,17,3,24,US,Tablet,Debit Card,1300,2,0,0,0
TXN014622,61.7,12,1,44,VN,Mobile,Bank Transfer,557,3,0,0,0
TXN014623,51.42,19,2,64,UK,Desktop,PayPal,469,3,0,0,0
TXN014624,63.48,21,3,33,BR,Mobile,Credit Card,605,2,0,0,0
TXN014625,316.72,16,1,33,US,Mobile,PayPal,3302,5,0,0,0
TXN014626,150.5,21,3,25,DE,Tablet,PayPal,2539,5,0,0,0
TXN014627,55.86,10,6,38,BR,Tablet,Crypto,846,2,0,0,0
TXN014628,127.36,13,4,47,CN,Desktop,Credit Card,2082,3,0,0,0
TXN014629,246.35,9,4,53,NG,Desktop,PayPal,1444,4,0,0,0
TXN014630,23.82,7,3,41,DE,Desktop,Debit Card,2066,2,0,0,0
TXN014631,66.73,19,4,40,UK,Desktop,Debit Card,1066,2,0,0,0
TXN014632,520.4,13,6,31,UK,Desktop,Credit Card,3600,3,0,0,0
TXN014633,36.87,18,4,42,UK,Mobile,Debit Card,2262,1,0,0,0
TXN014634,238.19,16,2,66,CN,Tablet,Crypto,2709,1,0,0,0
TXN014635,120.88,9,6,22,CN,Mobile,Debit Card,136,1,0,0,0
TXN014636,123.56,7,6,74,NG,Desktop,Credit Card,1247,2,1,0,0
TXN014637,158.97,17,5,70,IN,Mobile,PayPal,1822,4,1,0,0
TXN014638,46.62,21,1,36,VN,Tablet,Debit Card,312,3,0,0,0
TXN014639,34.12,18,2,44,IN,Desktop,Debit Card,3169,1,0,0,0
TXN014640,163.28,11,4,58,BR,Desktop,PayPal,2234,6,0,0,0
TXN014641,344.83,19,2,39,US,Desktop,Credit Card,3532,3,1,0,0
TXN014642,179.76,21,4,70,DE,Desktop,Debit Card,2583,4,0,0,0
TXN014643,71.67,10,2,36,CN,Desktop,Debit Card,2086,1,0,0,0
TXN014644,62.55,18,2,26,FR,Mobile,PayPal,2158,2,1,0,0
TXN014645,131.1,17,0,64,CN,Mobile,Debit Card,3210,3,0,0,0
TXN014646,1043.61,9,0,18,VN,Mobile,Credit Card,862,4,0,0,0
TXN014647,112.6,14,2,18,NG,Mobile,Credit Card,2414,3,0,0,0
TXN014648,192.24,12,6,68,UK,Mobile,PayPal,1045,1,0,1,0
TXN014649,108.71,7,3,48,RU,Mobile,Debit Card,859,1,0,0,0
TXN014650,88.33,16,3,49,BR,Desktop,Bank Transfer,3362,2,0,0,0
TXN014651,365.66,21,5,55,FR,Mobile,Bank Transfer,425,2,0,0,0
TXN014652,181.87,10,0,58,NG,Mobile,Debit Card,2415,5,0,0,0
TXN014653,380.22,12,0,38,DE,Tablet,Bank Transfer,1238,2,0,0,0
TXN014654,92.46,12,6,60,IN,Desktop,Debit Card,3311,5,0,0,0
TXN014655,310.01,22,2,21,NG,Mobile,PayPal,154,13,1,0,1
TXN014656,439.78,10,0,21,RU,Mobile,Debit Card,1601,4,0,0,0
TXN014657,7.24,7,1,70,NG,Mobile,PayPal,1363,4,0,0,0
TXN014658,150.09,18,6,68,DE,Desktop,Credit Card,400,5,0,0,0
TXN014659,206.78,12,6,60,US,Desktop,Credit Card,298,2,1,0,0
TXN014660,133.76,8,2,36,UK,Mobile,Debit Card,1565,7,0,0,0
TXN014661,123.82,18,2,55,RU,Mobile,Debit Card,2147,5,0,0,0
TXN014662,19.11,14,5,71,FR,Mobile,Debit Card,1529,2,0,0,0
TXN014663,115.07,20,4,73,US,Tablet,Debit Card,2597,2,0,0,0
TXN014664,190.52,14,2,34,BR,Tablet,Credit Card,682,2,0,0,0
TXN014665,120.45,16,3,21,DE,Desktop,Credit Card,1329,2,0,0,0
TXN014666,64.95,8,0,40,FR,Mobile,Debit Card,2558,4,0,0,0
TXN014667,18.23,15,4,49,VN,Mobile,Debit Card,2048,3,0,0,0
TXN014668,79.76,13,3,65,NG,Tablet,Bank Transfer,1881,3,0,0,0
TXN014669,7.15,13,0,36,BR,Mobile,Crypto,1137,2,0,0,0
TXN014670,158.68,15,4,34,DE,Mobile,Credit Card,2196,5,0,0,0
TXN014671,159.04,9,2,34,CN,Desktop,Credit Card,2915,3,0,0,0
TXN014672,126.28,17,5,40,NG,Desktop,Credit Card,726,5,0,0,0
TXN014673,499.63,8,2,23,RU,Mobile,Bank Transfer,3280,1,0,0,0
TXN014674,244.7,11,4,32,US,Tablet,Debit Card,2165,7,0,0,0
TXN014675,76.53,20,6,27,IN,Mobile,Debit Card,2740,3,0,0,0
TXN014676,85.56,11,0,60,UK,Mobile,Bank Transfer,464,4,0,0,0
TXN014677,126.06,11,5,50,FR,Desktop,Debit Card,2938,2,0,0,0
TXN014678,33.23,17,4,57,FR,Desktop,Debit Card,835,2,0,0,0
TXN014679,79.33,18,6,23,NG,Mobile,Bank Transfer,448,5,1,0,0
TXN014680,209.27,20,5,55,CN,Desktop,Debit Card,397,2,0,0,0
TXN014681,251.01,18,3,24,IN,Mobile,Credit Card,2669,5,0,0,0
TXN014682,93.27,11,0,36,VN,Mobile,PayPal,3207,1,0,0,0
TXN014683,502.01,7,6,42,US,Mobile,Debit Card,3186,3,0,0,0
TXN014684,32.98,20,2,63,IN,Desktop,Debit Card,3069,7,0,0,0
TXN014685,162.5,12,0,49,CN,Tablet,PayPal,2602,2,0,0,0
TXN014686,172.86,20,6,73,US,Tablet,PayPal,1107,1,0,0,0
TXN014687,139.45,20,2,18,FR,Mobile,Credit Card,1066,3,0,0,0
TXN014688,168.71,8,5,65,CN,Mobile,Credit Card,1122,4,0,0,0
TXN014689,1098.27,10,2,54,US,Desktop,Debit Card,636,1,0,0,0
TXN014690,456.14,15,4,31,DE,Desktop,Credit Card,3009,2,1,0,0
TXN014691,1569.25,4,0,29,RU,Mobile,Credit Card,52,12,1,0,1
TXN014692,70.41,14,2,70,BR,Desktop,Debit Card,126,2,0,0,0
TXN014693,165.87,12,5,71,VN,Tablet,Bank Transfer,221,3,1,0,0
TXN014694,97.84,9,4,44,DE,Mobile,Bank Transfer,3069,3,1,0,0
TXN014695,48.6,14,4,64,FR,Mobile,Debit Card,3156,5,0,0,0
TXN014696,248.5,7,2,42,FR,Mobile,Credit Card,729,2,1,0,0
TXN014697,285.39,16,3,64,US,Desktop,Crypto,3002,4,0,0,0
TXN014698,145.28,19,0,18,BR,Desktop,Bank Transfer,2352,3,1,0,0
TXN014699,315.9,7,5,39,VN,Desktop,Credit Card,1153,5,1,1,0
TXN014700,76.19,8,2,67,CN,Tablet,Crypto,680,3,0,0,0
TXN014701,67.58,8,6,66,US,Desktop,Debit Card,1177,3,0,0,0
TXN014702,31.08,20,0,64,RU,Mobile,Credit Card,151,4,1,0,0
TXN014703,393.18,21,5,26,UK,Mobile,Credit Card,1628,5,0,0,0
TXN014704,143.55,7,3,20,CN,Mobile,Crypto,3640,1,0,0,0
TXN014705,120.03,17,0,57,DE,Desktop,PayPal,1845,1,0,0,0
TXN014706,133.52,12,2,57,CN,Mobile,PayPal,2897,3,0,0,0
TXN014707,178.37,12,6,33,VN,Desktop,Debit Card,1133,4,0,0,0
TXN014708,264.68,15,5,38,UK,Mobile,Debit Card,2599,5,0,1,0
TXN014709,56.82,21,3,47,CN,Desktop,Credit Card,3423,7,0,0,0
TXN014710,22.89,17,5,30,US,Mobile,Debit Card,2390,4,0,0,0
TXN014711,172.69,13,4,69,CN,Mobile,Credit Card,2580,3,1,0,0
TXN014712,215.91,8,4,42,CN,Desktop,Debit Card,3265,3,0,0,0
TXN014713,211.83,7,4,41,FR,Mobile,Credit Card,2018,5,0,0,0
TXN014714,477.28,7,3,65,UK,Tablet,Credit Card,405,2,0,0,0
TXN014715,94.45,21,5,49,IN,Mobile,Debit Card,276,4,0,0,0
TXN014716,108.56,18,5,36,DE,Desktop,Crypto,1012,2,1,0,0
TXN014717,27.15,21,3,37,US,Desktop,Debit Card,2675,2,0,1,0
TXN014718,553.15,9,5,30,FR,Desktop,Debit Card,1136,2,0,0,0
TXN014719,138.68,17,6,72,VN,Mobile,Credit Card,1657,3,0,0,0
TXN014720,359.8,15,4,69,US,Mobile,Debit Card,798,2,0,0,0
TXN014721,80.32,20,0,72,BR,Desktop,Bank Transfer,2750,3,0,1,0
TXN014722,72.22,9,6,19,CN,Tablet,PayPal,2181,4,0,0,0
TXN014723,155.61,15,5,54,DE,Mobile,PayPal,3490,5,0,0,0
TXN014724,249.04,21,6,58,UK,Desktop,Credit Card,1522,4,0,0,0
TXN014725,75.94,16,0,49,RU,Mobile,Credit Card,3562,6,0,0,0
TXN014726,3393.02,5,6,22,US,Mobile,Crypto,79,12,1,1,1
TXN014727,207.23,15,3,52,FR,Mobile,Credit Card,2562,3,0,0,0
TXN014728,35.97,14,5,65,US,Desktop,Debit Card,483,2,0,0,0
TXN014729,187.61,16,3,26,BR,Mobile,Credit Card,624,5,0,0,0
TXN014730,256.88,8,4,61,DE,Desktop,Debit Card,2930,2,0,0,0
TXN014731,84.53,13,5,35,BR,Tablet,Debit Card,1269,2,0,0,0
TXN014732,92.36,14,3,72,NG,Mobile,Debit Card,735,6,0,0,0
TXN014733,372.18,20,6,23,IN,Mobile,Debit Card,184,1,0,0,0
TXN014734,157.51,15,5,19,IN,Desktop,Credit Card,2365,1,0,0,0
TXN014735,104.07,14,0,33,RU,Desktop,Debit Card,1813,5,0,0,0
TXN014736,116.36,15,4,22,FR,Mobile,Bank Transfer,3283,4,0,0,0
TXN014737,98.33,12,1,28,RU,Mobile,PayPal,458,2,0,0,0
TXN014738,129.64,14,0,43,UK,Desktop,Bank Transfer,2245,1,1,0,0
TXN014739,1445.87,22,5,25,US,Mobile,Credit Card,110,12,1,0,1
TXN014740,174.73,14,6,46,RU,Desktop,Debit Card,3485,1,0,0,0
TXN014741,120.39,9,2,46,BR,Mobile,Debit Card,1334,6,0,0,0
TXN014742,167.21,9,3,40,NG,Mobile,Debit Card,306,3,0,0,0
TXN014743,50.07,20,0,67,IN,Desktop,Debit Card,79,1,0,0,0
TXN014744,87.48,9,4,64,DE,Mobile,Credit Card,2222,3,0,0,0
TXN014745,47.14,16,6,23,US,Mobile,Debit Card,2919,2,0,0,0
TXN014746,59.05,15,1,48,BR,Desktop,Credit Card,1052,4,0,0,0
TXN014747,13.53,7,3,29,DE,Mobile,Debit Card,960,2,0,0,0
TXN014748,87.95,17,1,46,VN,Mobile,Debit Card,3297,2,0,0,0
TXN014749,104.72,7,6,41,RU,Mobile,Credit Card,565,3,0,0,0
TXN014750,25.07,9,4,31,BR,Mobile,PayPal,1307,4,0,0,0
TXN014751,35.91,7,0,20,VN,Desktop,Debit Card,1743,2,0,0,0
TXN014752,68.66,15,5,48,UK,Mobile,Bank Transfer,731,3,0,0,0
TXN014753,112.41,17,0,70,DE,Mobile,Bank Transfer,3150,5,0,0,0
TXN014754,181.83,12,1,31,US,Mobile,PayPal,224,2,0,0,0
TXN014755,285.34,16,4,20,BR,Mobile,Credit Card,900,4,0,0,0
TXN014756,96.46,8,4,19,RU,Desktop,Bank Transfer,1846,2,0,0,0
TXN014757,96.27,11,0,42,BR,Desktop,Debit Card,2675,6,1,0,0
TXN014758,203.24,7,3,39,US,Desktop,PayPal,1896,5,0,0,0
TXN014759,101.13,17,0,63,RU,Desktop,PayPal,1967,3,1,0,0
TXN014760,141.49,14,0,59,RU,Desktop,PayPal,1863,2,0,0,0
TXN014761,144.93,21,5,19,IN,Desktop,Credit Card,1651,3,0,0,0
TXN014762,16.26,14,5,42,IN,Mobile,Debit Card,2510,1,0,0,0
TXN014763,84.07,10,4,24,CN,Mobile,Bank Transfer,1327,1,0,0,0
TXN014764,93.3,14,2,32,IN,Desktop,PayPal,1449,3,0,0,0
TXN014765,933.89,8,2,50,NG,Desktop,Debit Card,1547,2,0,0,0
TXN014766,127.75,9,2,49,NG,Mobile,Debit Card,1988,1,1,0,0
TXN014767,143.97,8,4,68,NG,Mobile,Debit Card,1331,7,1,0,0
TXN014768,918.61,21,2,58,FR,Mobile,Credit Card,1601,1,0,0,0
TXN014769,182.18,8,4,47,FR,Desktop,Credit Card,425,4,0,0,0
TXN014770,155.83,13,1,39,IN,Mobile,Debit Card,1055,2,0,0,0
TXN014771,864.23,19,3,64,NG,Mobile,Credit Card,215,4,0,0,0
TXN014772,128.9,11,5,31,BR,Desktop,Credit Card,1148,6,0,0,0
TXN014773,212.08,9,6,22,US,Desktop,Bank Transfer,67,3,0,0,0
TXN014774,147.28,21,1,71,UK,Desktop,Credit Card,1329,1,0,0,0
TXN014775,102.96,9,6,45,US,Desktop,Debit Card,134,4,0,0,0
TXN014776,15.33,11,0,53,FR,Tablet,Credit Card,1752,3,1,0,0
TXN014777,62.81,19,0,25,UK,Tablet,Debit Card,3398,3,0,0,0
TXN014778,722.8,16,5,74,VN,Mobile,Bank Transfer,3535,3,0,0,0
